Stemming,label
orang pakai kuat pointberarti gaq kuat rocky gerung,negative
transportasi pakai haribradalah kakibrhahahabranis anisbryg pilih suka makan omong tertawa,positive
anies omong calon presiden prabowo bohong,negative
pilih omong pimpin turun tangan,positive
jejak digital hilang pandai bicara,negative
anak bangsa terbaiktetapi mangsa oligarchic mari independent pihak pertiwi rakyat sejahtera,positive
ganjar komik banyak cerita jawab calon presiden porno,neutral
dengar pidato prabowojiwa hati bergetarmenangis rasa ikhlas prabowo bangsa indonesia,positive
gagas visi misi gimmick retorika ajabrmaju ganjar,neutral
assalamualaikum kakak nana tolong sampaika calon presiden mohon pikir nasip pedang pasar tradisional trimakasih,neutral
beliau kuasa ucap iya blunder,negative
prabowo setia hati semangat maju jdikan indonesia maju makmur merdeka,positive
rakyat calon presiden berkewalitas jujur bijaksana keras layan rakyat tanggung jawal pokok jokowi,positive
mantaappp pilih anisbr jaga nama baikbruntuk presiden indonesia,neutral
pilih pimpin pilih lotere untung untung rugi rugi,negative
tertawa komentar buzzer anies kuattt,positive
anda ukur komen mayoritas dukung anisga bahaya ta,neutral
dimedsos dukung anies banding balik hsl survei anies kalah survei,neutral
ganjar teoritapi cerita tindak beliau laku menjabatpak ganjar alam,positive
debat calon presiden bem universitas indonesia kemarin jadwal masuk kalender kampanye narasi laksana mohon bantu alas,neutral
tonton bobot cerdas terimakasih mata najwa terimakasih kakak nana,positive
moga hati rakyat indonesia gerak hati pilih prabowo,positive
takut bantu rawan masyarakat dsb ujung paksa kue,negative
keren ganjar pakai kuat titik based nyala data,positive
pilih ganjar prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis calon,neutral
brdari nara sumber explanasi manifesto ideal brkami kadang saangaaatttttt jenuhbrujungnya negosiasi kolaborasi konspirasi kuasa kuasa mafia dllbrjadi decision making eksekusi diri kaki,neutral
buser anies tau program biar puji kayak prabowo presiden,neutral
wawas pdt yohanes anies baswedan cocok dosen presiden dosen teori presiden berani eksekusi,neutral
ganjar joss mantap prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis anies,positive
anies level blas broorang cerdas dukung ganjar prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis brogimana anies,positive
contoh negara dengam system bagus timur australia bagus tinggal,positive
air masuk tanahbranisbrsi kocak modal bicara,neutral
part prabowo ditanyain politik uang partai praktik politik uang,neutral
dengar papar misi anies adem ayem hati malas dengar sisa bakal calon presiden,positive
mahasiswa universitas indonesia tidur sesuai ganjar omong,neutral
terimakasih universitas gajah mada narasi grup your baik,neutral
gagas ganjar lengkap struktur aspek butuh bangsa moga ganjar presiden indonesia,neutral
emosi ganjat asli kakak nana bantah tertawa,negative
segi gagas anies jelas mudah terima mutermuter,positive
narasi gagas narasi gagas ide anies,neutral
anies ganjar gagas dekat rakyat,neutral
orang cerdas dukung ganjar prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis calon,positive
dengar ganjar dengar dongeng hayalan doang,negative
jomplang tiga gagas anies joss,negative
maaf aniesrumah utang sejahtera rakyat miskin maaf pilih prabowo,neutral
hutan gunung kendeng gundulmata air kendeng butuh petanikembalikan hutan kendeng gganjar,neutral
aiya prabowo isi bicara bumi air milik rakyat bisen iru gagas oak anies baswedan gagas,neutral
orang hebat baik indonesia anies konsep tuju moga pilih baik indonesia,positive
bicara anies jago contoh uang muka persen,neutral
mantap ganjar bebas politik indentitas ayo indonesia dimpimpin orang haus kuasa mnggunakan identitas komoditas politik,positive
anies papar gagas adem tunggu anies antusias vibes beda,positive
gagas gagas alam sulit unutkewujudkan gagas semudengan pilih alami jalan kembang alam,positive
reflek jenius ganjar oada busmillah presiden,neutral
anisbrmodal bicara hahahanya omongbrcoba search googlebrpejabat modal bicarabratau gubernur gobbrpasti nama anisbrhahaha,neutral
suka anies rasyid baswedan inshallah allah swt mengijabah doa rakyat lelah negeri indonesia iniarb indonesia,negative
prabowo nyata humble ceria bangsa semangat leonel messi pihak musim joss,positive
energi bohong energi baru brbrnah energi baru panas bumi salah dampak stunting posyandu massifnya,negative
kandidat kukuh juang adil banyak curhat banyak janji,neutral
tiga calon presiden calon berangan angan,neutral
cerdas anies cocok pimpin negeri,positive
anies biasanasihatnya bantu orang tua jadi bebanjadikan ladang pahalabanyak orang tua,negative
langgar fonis hukum mati rumah umur hidup berubaj,neutral
netral nilai anies cerdas gaya bicara bawa nilai,neutral
mantap ganjar prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis calon,positive
anies baswedan gagas erti kalang mantap anies,neutral
setya novanto nazaruddin nyebut nama ganjar iya,neutral
coba suruh orang demokrat komentar,neutral
tnzbffibrnamanya visi misi gagasanbrtunggu beliau indonesia,positive
tnzbffibandingkan anatara gubernur jakarta anies atas banjir bagaiaman laku rakyat gusur ahok kampung aquarium taman jakarta pergi green formula uang bumn dsb,neutral
merinding dengar sesuai anies sesuai kaca,neutral
ganjar cinta partai iya deep partai,neutral
menteri tahan semangat sekalisemoga presiden omong tepatin,positive
omong pakai powerpoint suai iya,neutral
ngeriii tertawa buzzer aniss dudududuu,positive
kakak nana kena suka langsung bal menang ganjar,positive
nemu bakal calon presiden pimpin negara satu republik indonesia kedepannyabrbr,neutral
anies baswedan wibawa gagas sukses,neutral
doa anies beliau pilih presiden indonesia amin,positive
pantesan bakal calon presiden krmn sesuai undang universitas indonesia kualitas bakal calon presiden aneis baswedan iya wkwkwkwkwk,neutral
jadi tokoh masyarakat tikoh agama dpr daerah partai bubar partai,neutral
coba anies masuk air dalam tanah air alir gorong gorong raksasa laut,neutral
kakak nana konten calon presiden mohon angkat ruu ampas aset muat bukti balik tanggap capresnya,neutral
takut program perintah selesai mas,negative
insyaallah rakyat indonesia bodoh hina harap allah swt mudahmudahan idzin allah swt tunjuk hidayah rakyat indonesia pilih presiden pilih iya allah,negative
sabar sabar marah malu aaaah,negative
indonesia anies baswedan indonesia bismillahirrahmanirrahim,neutral
calon presiden janji baik birokrasi negeri iya revolusi aspek layan masyarakat kerja pegawai perintah pegawai kompeten suka malasmalasan pensiun uji kompetensi,neutral
orang awam anies baswedan baik paham politik pilih prabowo subianto,neutral
gundulmuyg pilih prabowo melek media depanmasi bawa pilih umum presiden dulubelum update dunia depanpak anies,neutral
kontestasi pilih calon pasang usung partai politik serta koalisi sadar anies baswedan anies baswedan orang hebat naung kapitalis sejati,neutral
akusih ganjar ajadeh enggak mau pindah hati,negative
ganjar kerja nyata gubernur rakyat rendah hati,positive
nyata tindak atittude calon presiden ganjar pranowo baik calon lai ganjar dar pandai tindak nyata cerdas tulus ikhlas moga allah meridhoi mjd presiden indonesia amin,positive
buram tiga feelingku prabowo iya,negative
tiga bagus alas pecah negara satu republik indonesia,positive
bandikan spil gagas cawapres anies gagas arah solusi jalan laur beliau pakai naskapowerpoint,neutral
jelas anies mulukmuluk pondasi indonesia,negative
hukum adil tebang pilih terap anies,neutral
prabowo baik tuju cinta negeri indonesia,positive
bismillah ridhonya allah moga mudah presiden indonesia berantas korupsi tegak adil hukum,positive
anies logis papar gagas gampang cerna bahasa rang cerdas santun beda bahasa,positive
rasa warga jakarta profan jabat gubernur jakarta ubah jakarta moga profan pimpin harap,neutral
iya ubah rubah nama jalan rubah rumah sakit rumah sehat rubah rptra taman maju rubah pulau reklamasi pantai reklamasi rumah susun rumah lapis normalisasi naturalisasi sila ubah,neutral
jokowi terpilihbrpdhal anak bangsa cerdas terimakasih hnt narasi,positive
calon presiden doyan cerita retorika cocok komika,positive
bicara beda kerja cari bicara cari kerja,negative
ganjar cerdas lugas berani moga allah swt mulus jalan ganjar pranowo indonesia amin yra,positive
gagas isu angkat speech prabowo inti ubah satu gagas lanjut kalimat lanjut ikn,neutral
maaf ganjar pilih says pilih gagas kepala tek,neutral
ganjar serasa stand comedy hawa capresnya,neutral
allah akun pribadi papar gagas bakal calon presiden dipungkiri anies baswedan tuju arah jangka penting rakyat indonesia brbrsemoga allah lindung mudah langkah anies brbrbrminta akun pribadi komentar brbuzzer minggir,neutral
pilih anies brader anies gagal calon presiden golput,neutral
iya kakak moga jegal milu amin,positive
papar gagas solusi anies generasi muda temu jalan baik pilih pimpin bangsa,positive
gagas bagus dikerjain tara demokrat ditinggalin pkb politikus percaya,positive
lybxanies jago omong kosong eksekusi kosong,negative
fokus miskin masuk akal anies masyarakat tengah perhati,negative
teori manies laksana amies oooolah,negative
pilih calon presiden prabowo iya rakyat indonesia merdeka miskin bodoh,negative
mafia mafia mafia omong mafia tangkap omong sistem biar mafia celah main omong kosong mafia atur tega atur nama mafia adil,negative
prabowo anies ganjar dua mikir depan ganjar gubernur menteri menambab wawas internasional,neutral
orang hebat anak bangsa gemilang hadir era brbrgenerasi optimisme orang kompeten hadir indonesia emas brbrselanjutnya mari sila putus sesuai hati nurani,positive
rakyat bohong dngn acara tentu pilih pintar cari data ber kerja hasil teori,negative
sesuai awal ganjar singgung kakak nana bilang politik identitas,neutral
anies bidang didik hasil ganjar jawa tengah smk gratis program nyatabuat pimpin bacot bohong doankjadi tri didik gagal orasi eksekusi,neutral
komen nick angka biji akun bodong dukung calon,neutral
ganjar kencang doang point ngambang planning gambar detail,negative
tidur dengar gagas anies isi daging,negative
merinding sesuai lagu hymne gadjah mada,neutral
anies afifuwasweswosbrganjar blunderbrprabowo nyala poin jawab,neutral
komen mata najwa dukung gagas pikir anies rasyid baswedansemoga beliau pilih presiden indonesia,neutral
amin iya allah moga anies presiden,positive
iya komentar iya menang spamm asli orang bobot tau pilih sibuk komentar spam youtube nyata anies nomor,negative
partai pilih demokrat sosok presiden pilih anies baswedan,neutral
gagas gagas jalan ayo who peduli indonesiabrkita lihat pilih pilih kerja periode,neutral
moga ganjar sehat sukses iya dukung,positive
anies ganjar timbang prabowo harap,neutral
haru anissemoga indonesia presiden republik indonesia,neutral
iya saya sangka pimpin benarbenar rubah negeri moga anies jauh sgala mara bahaya lawan brmain kotor brkuasa maju presiden doa baik untuk,positive
moga muhaimin iskandar setia anies daftar komisi pilih umum gagal anies calon presiden,neutral
yuk kabar tau enggak bisa tonton pilih pimpin bela rakya kabar ubah baik salam,neutral
ganjar baik anies janji tepat ganjar program realisasi,neutral
bicara tang gagas anes pintar omong orang pintar omong pertanyaanya bicara gagasanya anes melaksanaknatau jalankn anes gagal pekerjaanya,negative
ganjar iya sambung ditanyain jawab,neutral
tangkap prabowo fokus knaikan gaji pkrja negeri,neutral
sing golek kerjo koe biaya negara wes percaya rebut kuasa mata cari kerja tho,negative
insyaallah rasid baswedan baik indonesia braamiin,positive
berat ganjar imbang anies pakai ppt,neutral
pakai ilustrasi halaman brief concise sharp,neutral
trust kades rambu atur tuju inovasi program desa sila beda sesuai rambu,neutral
ubah yoh narasi gagas brbrsy suka china yaman jaya negara satu republik indonesia,neutral
cermin anies grogi fokus retorika takut bayang,negative
bicara explanation prabowo beliau erti indonesia jual omong tindak pikir beliau cerdas bismillah pilih prabowo pilih prabowo,positive
wayae pensiun omong sd blepetan,negative
iya sila pilih jago omong kosong doang,negative
konsep hadir adil bijak ide ditunggutunggu realisasinyabrsemoga anies pilih realisasi konsep gagas,positive
amin insyaa allah usaha doa,positive
ide briliant sesuai bangun jalan tol rakyat tawar investor pemlik jalan raya rakyat tanah milik ngutang cina rangin bride bagus jalan who knowss,positive
brjangan sakit hati pilih takjadi indonesia komenya anies indonesia sakit hati gara pilihanya jadibrlegowo,negative
terima kasih anies jawab adil moga rakyat terima perobahan,positive
perobahan hutan tropis gurun yaman,neutral
ganjar joss mantap prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis anies,positive
pimpin pintarnanti depan eksploitasi mandat rakyat,negative
mana acara apa anies anies allah indonesia,positive
anies konkret strategi jalan sesuai denngan pertanyaanbingung buzzer bilang mbulet jawabannyaotaknya kali,negative
dar saran mata najwanext calon presiden temu rocky gerung tayang pisah,neutral
anies hebat calon pimpin visioner,positive
setal uang ganjar speak data olah teori basic kepemiimpinan beliau tinggal konsep terima parpol penting parpol dominan,neutral
pandji just hold spitting names hes ready die bae jalan kakak,neutral
awas buzzer ganjar kirim pesan ulang kali isi rendah anies baswedan komentar bot bot buzzer ganjar,neutral
gaya bicara hebat kerja hebat pikir bicara moga presiden indonesia depan dar bicara panggung,positive
temu bicara tara topik calon presiden acara bahan timbang tunggu obrol giat kejut depan pemilubrbrmengenal pilih pilih kenal,neutral
moga ganjar prabowo sehat sehat saksi anies lantik presiden indonesia,neutral
kait tka cina tes ganjar anak bangsa tuntut kerja ragu tes lulus,neutral
moga presiden pilih wajib lagu indonesia raya nyanyi stanza harap citacita doa jaya bangsa indonesia,neutral
ganjar berantas korupsi orang koruptor banyak kader partai,negative
ganjar logis jelas terima akal otak,positive
kitq tau intelektual baca naska,negative
ngutang bayar rumah uang presiden bakti rakyat,neutral
khawatir calon kuasa pidato baca obrol mudah lupa isi obrol kuasa trakir,neutral
baca banyak komentar banyak dukung ganjar pakai akun robot nama akun beda isi komentar,neutral
sadar prabowo anak kuliah solusi,neutral
kali calon presiden omong kelas ekomoni tengah miskin susah bayar kuliah anies baswedan cocok presiden indonesia,negative
kaum lapang salur zakat usaha,neutral
yuk yuk ganjar lurah wadas,neutral
sayang suara orang cerdas orang bodoh semangat aniesbrinsyaallah,negative
erti ganjar omong anies cepat serap,negative
kakak ganjar kbnyakan cerita minim gagas,neutral
anies rasyid baswedan pilih cerdas luas tuntas,neutral
anies omong doang gubernur kemarin bukti nyata periodebr bakal calon presiden hasil kerja jabat periode,negative
beranta jakarta pegang anies lihat kali tutup pohon monas tebang,neutral
anies baswedan brganjar brprabowo pragiwaksono,neutral
oke kayak pandji resahnyayg calon gregetnya,positive
papar anies handal praktik lapang kakak ganjar handal andai orang satu dampak raja destaratha ganjar butuh timbang perdana menteri widura anies,neutral
ganjar presiden sumber daya manusia indonesia saing dunia global bryang tukang ngeles,neutral
kakak ganjar oke pakai krepek an kuat titik hehehekata rg suka kuat titik kuat pointhehe moga pilih penuh janji,positive
ganjar prabowo kutat kuat titik teoritis,neutral
anies utara ukur maksud tertawa jelas awang awang,negative
anies beda ganjar prabowo dua rezim ubah,neutral
buzzer teriak buzer dimarih xd inti mah jelek pilih pilih pakai hati yakinin pilih golput golput marahmarah pilih doa baik negara kitabrbrsekianbrbrya warna,negative
kentara iya tulus citra hasil nyata jabat angkot gratis kopaja transportasi terintregasi busway krl mrt dsb bismillah golput sayang hak pilih,positive
keren milu wacana isuisu politik survei elektabilitas baca press bicara adu gagas rakyat nilai unggul,neutral
anies baik segi gagas sampai kuasa materi,negative
preeet jakarta kampung bayem urus kasihan warga,negative
sifat benci bawa matigua dukung,negative
bosan mutar lihat anies omong,negative
emosi dengar ganjar gagas isi cerpen alih singkat,neutral
orang cerdas paham prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis brogimana anies,positive
ganjar keren narasi hasil kerja realistis presisi anies janji ganjar realisasi,neutral
oak ganjar dom papar lugas erti ambil ganjar presiden,neutral
tajam calon presiden mahasiswa pena setting,neutral
tegak hukum tebang pilih tajam belah lawan politik tumpul teman kelompok,negative
gagas tiga bakal calon presiden pilih ganjar pranowo,neutral
duduk jakarta bohong janji palsu kasih janji palsu warga negara malu janji palsu doang,negative
anies arang usaha mikro jakarta nyata jakpreneur gagal total,negative
anies takut oligarki elite global kualitas rakyat indonesia indonesia negara konsumtif pasar,negative
moga bangsa pimpin prabowo amin,positive
tertawa anies omong transparansi gubernur jakarta mundur transparansi,negative
gaji jabat korupsi tumbuh bak jamur musim hujan,negative
nissentar iya presideninget omong yajgn ngeles,negative
jokowi bagus nyata asih harap rakyat rempang gusur paksa gagas manis kalah ketua umum partai,positive
ganjar pandai retorika lontar kakak najwa langsung lugasbrmaju ganjar,neutral
anies baik konsep tinggal tunggu implementasi moga anies presiden bijak wujud hindar konflik of interest,positive
moga anies kabul cita presiden indonesia,neutral
gagas anies normatif barubrakses butuh dasar berkeadilansetara bpjs gratis sekolah gratis bulog penuh butuh pokok zzzzzzzzzzzzzz,neutral
terhiptotis silat lidah indahitu jamin broo,positive
bom komentar orang ganjar isi akun beda survey komentar anies baswedan,neutral
iya baca komen ganjar isi samarobot bayarankomennya hatibrbeda komen anispenuh puji harap tulus,neutral
gusdur prabowo tulus negara brsudah pilih prabowo,positive
anies sets bar sial high bagus,negative
bubar nomer ter makmur brbrpak kampanye pakai identitas pecah jokowi periode wkwkwkwk pilih jokowi gara metode kampanye,negative
anies mbulet teori ganjar simpel mantap,neutral
gagas ganjar berani moga wujud indonesia depan,neutral
anies utama adil rakyat indonesia ganjar pranowo mudeg,neutral
menit anies tuduh coba telusur jujur,negative
bicara anies baswedan arang gerak tubuh bohong gelisah,neutral
sayang tonton jam asih suara suara kasih tip aboutinvalida rocky pakai kuat titik,neutral
terima kasih kakak nana acara refrensi kualitas calon presiden laga saran kakak nana ada quiz calon presiden minum wawancara acara,neutral
pokok kagak nyoblos partai partai demokrasi indonesia,negative
kasihan lihat anies pakai buzzer,negative
porno dasar dukung anies pikir aneh,negative
canda anies tonton porno tonton,negative
tertawa tertawa korban teori biar kakak makan ucap,neutral
donasi bantu anies donasi mana iya,neutral
moga pakanies menangwalaupun sh beraaatt anies saing backup know moga indonesia negara mandiri negara gadai asing exploitasi habis umr rakyat mah harga barang pajak pasak tiang,neutral
iya allah pimpin jujur amanah moga indonesia makmur sejahtera braaamiiiiinnnn,positive
iya tuhan angkat anies pimpin negara inisaya muslim cinta anies,neutral
amin doa benar indonesia susah,negative
anis bawa angin ubah angin segaryg ngelanjtin jokowijelas bbmberasdll,positive
anies anak imigran yaman menang,neutral
amin doa musuh anies curang pilih doa,negative
prabowo tuan crab uang uang uang,neutral
tabung pkbuat operasional pinjm tutup mkan pinjm,neutral
akun buzzer komennya dekat sistem iya,neutral
komentar ganjar akun beda coba perhati,neutral
anies cth anggar lem aibon akuntabel,neutral
menggebugebu hati prabowootomatis visi misi sendiribukan paksa ketua umum partaimelaksanakan pikir,neutral
gebu gebu doang ide cemerlang apanoh gitueh tinggal dukung nyebut jokowi,negative
habis uang nyalon kagak titik,negative
realitanya bicara sesuai lugas tata rapi sesuai fakta orang logis research emotional kendali hmm keren kali anies,positive
giur gagas banyak gagas beol beol budak budak partai coba pakai akal sehat nurani anak cucu kelak,negative
snapgram komne ngo anistrz buzre kpnsn,neutral
senang anies lugas rasional berteletele,positive
ha mengeksekusisudah tri bidang gagaldi jakarta lanjut bagus hasil,positive
genjer candu film fornowowo urus bini bisaanis pilih pilih akal sehat,negative
live stasiun televisi masyarakat ter edukasi pilih tahu pilih,neutral
sihbaru jam juta nntonitu mnnjukkan rakyat indonesia ratasudah nntondn tambah,negative
iklan stasiun televisi durasi youtube,neutral
indonesia wrganya juta juta nonton mah,neutral
yakan diomongin realisasi diomongin realisasi,negative
terimakasih ganjar dukung didik karakter sekolah sekolah,neutral
baca komen kbnyakan anies anies sing penuh tonton masuk akal jelas papar rapi moga pilih amanah menyelsaikan janji amin,positive
prabowo jawabanya ngelantur kongkrit ngapung paham,negative
calon presiden dukung prabowo ragu refleksi kagum maaf ragu sosok dukung belakang sehat umur prabowo amin,positive
ganjar calon presiden tau kondisi masyarakat indonesia,neutral
orang bakal calon presiden satu kali pilih presiden bingung orang bagus,negative
bicara mahasiswa idealis dunia nyata bacapresnya dosen birokrat purn tniyuk pilih,neutral
buzzernya ganjar kerja keras kuat moles ganjar ngaruh pilih cerdas terjun lubang kali pdip acak indonesia atur pro rakyat lengser menberatkan rakyat miris,negative
tinggal jakarta jakarta kayak jelasin iya,neutral
kait anggar kampanye anies ngeles menutupnutupi anies wara wiri kunjung daerah pakai jet pribadibrbrjadi bicara hadir adil calon pimpin berani jujir,neutral
calon presiden anies konkrit moga sesuai tuju anies goooo presiden anies baswedan,neutral
menit langsung prabowo presiden biar usaha bisnis lancar mandek aduh adil rakyat indonesia,positive
bayang sesuai uji thesis uji kakak najwa fiks,neutral
ganjar presiden brpaparannya relistis sesuai fakta masyarakatbrbravo ganjar,neutral
anies mah beda beda kelas,negative
prabowo omong era jokowi keluar gagas beliau,negative
nama bohong suruh refleksi iya bohong habit,negative
anies ganjar indonesia suruh kaca,neutral
pas sayang beliau bicara layak calon presiden beliau nasionalis uji,negative
salam ubah salam menang ubah indonesia salam anies rasid baswedan cak amin,neutral
seen unseen prabowo butuh jubir terjemah maksud sederhana pikir arti bahasa tubuh raja cerita hans andersen sadar anies jangkau papar maksud prabowo tinggal anies depan mata,neutral
gara kelompok oknum main paksa pakai kode wakandamukidikonoha biar aman,negative
psy korupsi adakarena darah daging orang semuabicara faktakenyataansemuanya istilah trimakasih salam tempeltrimakasih gratifikasijd pesimis presiden janji smabrantas korupsifaktanyamakin parahmakin chaossy salute ugmtop bgts universitas gajah mada,negative
rakuss parpol inti pilih pdi,neutral
koruptor teriak kuroptor kubu partai demokrasi indonesia,neutral
video komennya penuh akun buzzer,neutral
moga allah swt meridhoi anies presiden,positive
jujur hars panji undang stand ajabrdia ngomog sesuai data,neutral
anies pilih insyaalloh presiden amin,neutral
moga anies baswedan lindung allah sehat moga persiden amanah mantap anies moga ubah kemajuankemaaknuran adil rakyat indonesia,positive
moga anies baswedan diridhoi allah swt indonesia amin iya rabbal alaamiin,positive
doa beliau keliling suka sukses,positive
anies cocok dosen kasih konsep teori,positive
buzzer anies kuat anggara buzzernya,neutral
akun dukung anies komen banyak akun bodong tertawa,negative
tarik mahasiswa dosen tanya kualitas ganjar iya aboutinvalida,neutral
tolonggggggggg netijen telan mentah janji merekaaaaa,negative
biaya didik mahal ptn saing pts sulsel anak kembar satu lulus pts satu ptn mahal ptn kasihan gaji makan alhamdulilah biaya didik anak mahal,negative
semangat calon presiden sehat sehat ganjar amin,positive
anies religius njawab sesuai sandwich generation berat ringan asa tuju,neutral
prabowo tinggal indonesia negara martabat injak negara sunggug iklash bangun bangsa indonesia haru dengar,neutral
bangsa injak rempang mangut brlucunya,negative
allah mengilhamisaya pasti universitas gajah mada akal sehat psri pilih anies,negative
ganjar baik pokok sehat sukses iya ganjar,positive
pade prabowo penyampaianya mohon maaf beranta pilih beraturansaya niat negeri kalah menagalami kwatrix kalah lemah narator eksekutor,negative
absolutelyanies punya presiden level indonesia aminaminamin,neutral
pintar omong prabowo keliatnnya tulus banding pilhan pribadi prabowo,positive
moga ganjar presiden amin iya rabbmerdeka,neutral
sektor industri sentuh bahas calon presiden industri iya teknologikomputerprocesordllbrkendaraan industri panganindustri olah bahan tambangbrpokoknya industri barang produkbrkenapa arah maju industri,neutral
jam nyediyain khusu nonton mraton,neutral
insyaallah gagas anies capai langsung bangsa indonesia sejahtera adil semua sektor aamiinn robbalaalamiin,positive
adik stadion megah jis umk jakarta persen anies naik ganjar objektif baik indonesia depan,neutral
prestasi opoto bijak pro rakyat,positive
buzzerp templete kebawahbrbrbuzzerp rusak diskusi ruang publik demokrasi indonesia,negative
isi komen murni murnisewa buzzer,neutral
mantap prabowoo hormat capress tinggal tunggu tanggal main,neutral
ingaat batam pulau rempangmasa iya terus gusur,negative
calon presiden tong kosong nyaring bunyi butuh bukti janji,negative
seringsering spesifik jajar kabinet duluan pilih program grup,neutral
mual lihat gaya bicara uban,negative
hamil aniiisssabis gmngizinya orang susahkalo benar pakai anak bayinyakalo pakai beli bedak,negative
anies gagas realistis janji ditagihrealisasinya lupa pura pura pikun jajinya iya percaya janji anies dungu bodoh,negative
calon presiden cerdas mumpuni moga allah swt lindung meridhoi anies presiden indonesia amin,positive
anies cerdas donkbrcerdas nebang pohon monasbrcerdas bikin lubang jalan makan korbanbrcerdas ngecetbrcerdas bikin patung bambu mesumbrcerdas lem aibonbrsaking cerdas jakarta hancur mantan menteri pecat,positive
ganjar curhatmendongeng cerita sihkonsep gagas manadi iya sisa curhat cerita,neutral
anies keliling orang kompetensi integritas bidang,neutral
tuju orang fasik halal moga beliau keliling orang makna pancasila,negative
politik identitas zer bintang adzan tertawa,neutral
anjing akun akun komen anies tertawa,neutral
anehsaat tol swasta energi butuh swasta,neutral
baju kakak nata beli iya,neutral
urus adu gagas teori anies jago gelar akademis bohongtpi urus eksekusi ragu,negative
pelanpelan sopir nyruduk rakyat salah wkwkwkwkbra anti kritik,negative
ganjar emosi sampai nyawkwkwkwk santai ganjarhahahahaaa,positive
tolak pimpin jawanisme penting wilayah regional,neutral
anies baswedan hadir adil sosial rakyat indonesiapresiden,neutral
komentar lihat suka suka benci jelek,negative
apbn gadai jadi agun hutang,neutral
buzzer terimakasih ganjar terimakasih ganjar hahahah lucu,neutral
manggil universitas indonesia datang universitas gajah mada keren universitas gajah mada,neutral
bismillah insyaalloh anies baswedan amin,neutral
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
anies pandai omong lambat ngasal hidup uang muka,negative
prabowo bicara lemah faktor usia coba analisamemang fitnah citra beliau buruk gusdur beliau tulus nilai presiden ragu mampu ambil putus bangsa soal kompleks turun blusukan jokowi jarang realisasi,negative
buzer boz nama benci salah calon presiden putra baik bangsa,negative
jelas masuk otak anies fokus didik sehat aset jangka indonesia mudah allah presiden indonesia amanah,positive
menteri selera politik ikut selera presiden pandai politik jilat pecat,neutral
masuk unsur adil tiap program,neutral
menteri berpolitiktapi gubernur politik pikir,neutral
anies jadi adil poros pikir bangun bismillah anies,positive
program rumah uang muka kosong omong ribu rumah eksekusi ribu praktik lapang kosong,negative
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
dipenjarapokoknya kritik perintah keras penjara dilaporkanpokoke oposisi gawat,neutral
mantap pilih ganjar pranowo brkarenabrberdasarkan data lanjut dinperbaiki personal lembaga aturannyabrbrstrateginya anak digital industry socialnpreneur dllbrbrbukan normatif,positive
bicara buktijateng masuk daerah termiskinbahkn video ganjar aku gagal mimpin jawa tengah,negative
tapanuli hidup susah eh mantan bupati maju periode mantan bupati dukung partai nasdem,negative
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
butuh gagas rekap kerja gagas mah suruh dosen prof maju bicara anies kalah teori,neutral
muas ganjarbaik pribadi ide gagasanluar semogasalam nttfloresmaumere,neutral
menang dengar ucap anies dukung anies presiden indonesia,positive
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
prabowo otak koruptor iya koruptor kalo gajih ditaikin brenak koruptor taikin gaji,negative
uang teriak polituk identitas sekatang laku utama politik identitas,neutral
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
proud tq universitas gajah mada mata najwa,neutral
anies jauuuhhhbryg relevan sesuai fakta brganjar pranowobrganjar ganjar ganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbrganjar ganjarbr,neutral
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
gertak prabowo bikin merinding moga capai impi prabowo,neutral
gertak prabowo moga capai impianmubrbra,neutral
prabowo orang humble suka gertak lawan,positive
kawal nama prabowo jelek lawan,negative
bmudah mudah korban manies berkurangb ahy,negative
pilih ganjar pranowo tak pindah hati,neutral
ngomg iya tau sesuai nantigak bukti,negative
ribu komentar isi dukung anies banyak isi ditemplate buzzerp,neutral
prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo prabowo,positive
anies mending dosen lgpenjelasannya normatif gilir implementasi dikerjain contoh jakarta janji jalan orang pintar omong kerja,negative
biaya berapajawabannya mutermuter anies rupiah,neutral
anies presiden indonesia auto hancur,negative
smrclsi brnih survey bayar pesan buka mata,neutral
