;text;label
9403;presiden moga bangku guru kualitas akses anak bangsa sempat kualitas didik guru negeri cipta;neutral
9404;anies jelas tenang titik hasil nyata;positive
9406;chanel kakak nana basis tonton anies prabowo ganjar;neutral
9407;bsaya heran mahasiswamahasiswi bodoh tepuk tangan percaya janjijanji palsu calon presidenb;negative
9408;capresnya satu dukung gantung pikir;positive
9409;tonton bakal calon presiden bicara gagas negara butuh teori selesai bangsa tulus jujur nasionalis kerja nyatadan kandidat bakal calon presiden prabowo subianto ganjar pranowo terimakasih mata najwa tonton inspirasi;neutral
9410;iya kakak butuh teori butuh gagas kerja kerja malu tuhan kasih otak pakai kebo;negative
9411;telat mikir teori sila ajar lagimakanya kasih otak tuhan digunainkebo kasih daging makan kebo tau makananya rumputsampai paham;negative
9412;iya kakak ngetiin kakak kambing kasih sate makan tau makananya rumput;neutral
9413;kakak najwa bikin liput rempang;neutral
9414;anies gagas rekap jejak bijak realistis;neutral
9415;uang muka persen anies menang fakta masuk akal hitung program program jokowi rumah subsidi jalan anies omong kosong;negative
9416;realistis sengsara warga jakarta om rasa curhat;negative
9418;bbest program mata najwa acara sungguh tunggu juta mata tonton bakal calon presiden tampil baik rakyat tentu milu isi program indonesia depan adu hoaxb;negative
9419;dosen gagas anies bagus calon presiden;positive
9420;untung iya jokowi proses kampuskampus;positive
9421;indonesia rayabra hymne universitas gajah madabra pesan bangsa rektor ugmbra mata najwa nyala stagebicra gagas bacapressbra anies rasyid baswedanbrbra spill gagasanbra dosenbra isu rempang proyek strategis nasional psnbra tutup refleksi;neutral
9422;sesi keduabra ganjar pranowobra spill gagasanbra tayang azanbra biaya politikbra dosenbra tutup refleksibra panjitentang luhut panjaitan;neutral
9423;sesi ketigabra prabowo subiantobra spill gagas;neutral
9424;acara bagus moga acara televisi nasional brbrmungkin pilih fanatik pengaruh pilih rasional pengaruh pilih;positive
9425;berat ringan asa pro kontra;negative
9426;anies mantap masuk akal bicara anies presiden;positive
9428;umum bawapres diskusi mata najwa bareng cak imin acara anies baswedan teguh hati pilih bapakbrbrsemua jawab logis mudah cerna;neutral
9429;bohong tonton replay lengkap tonton livenya tonton sesi anies sesi ganjar salah pilih calon pimpin indonesia rela tonton jam;neutral
9430;lucu prabowo ketimbang panji stand komedi;neutral
9431;puas prabowo kait minoritas susah ibadah tangan mental health depresiseperti habis;neutral
9432;durasi bangbrpokoknya ubah dihandle presiden bangun bangsa bareng bareng kerjasama;positive
9433;iya kakak durasi detail apreciate anak muda kaum agama minoritas tugas bangsa indonesia selesai;neutral
9434;jujur pcaya anies cerdas amanah;positive
9435;jelas ganjar mirippak jokowi produksi mobil smk pesan unit;neutral
9436;masalsh bicara anies baswedan jagonyatapi kerja kosong hasilnyaokoc cari modal cari bel fakta bangkrut;negative
9437;dengar jelas mana siganjar paham kata orang goblok pintar;negative
9438;tolong adu gagas pakai bahasa inggris biar mantap;neutral
9439;audiensi orang indonesia orang argumentasi bodoh;negative
9440;pilih independent ahy korban bmaniesnya katab;neutral
9441;orang bodoh simpul salah iya tolong koreksi saudara branis baswedan jago retorika argumentasi wahhdan santai wajar rektor dosen guru;negative
9442;energi baru energy bumi panas indonesia tau spesisfik panel suria kali maksud nyalakn lampu lampulampu rumah;neutral
9443;mantap ganjar moga prabowo menang;positive
9444;anies sair lihat jakarta pipin;neutral
9445;egak reting survei embak calon kalou ganjar grup obrol iya prabowo anies egak pakai lasung kepala tajam;negative
9446;main handphone tolah toleh jalansudah geser mengucapkansekedar nyanyi;neutral
9447;rate kesiap tiga calon presiden pandang adalahbr anies ganjar prabowo brsekian terima kasih;neutral
9448;ganjar tangung ganjar hasil bawa provinsi jawa provinsi kaya indonesia;neutral
9449;bisabrkarena realisasi bentuk gagas pure ide indonesia depan mimpin indonesia nelayan hasil ikan maksimal pasar domestik internasional ralat salah paham;neutral
9450;limapuluh limapuluh gantung tanggung ituprogram emban realistis luht;neutral
9451;hati nurani anies baswedan layak pimpin negara indonesia cinta amin;positive
9452;kakak bangun jalan tol incomenya coba logis kakak logika paham;neutral
9453;sayang pilih umum presiden adu gagas calon presiden kampus media kecuali debat calon presiden iya depan moga indonesia pilih pimpin kualitas;negative
9454;sedih lihat prabowo sehat sukses iya moga politik sehat dramadrama cedera demokrasi;positive
9455;tau haru anies refleksi cermin moga tulus nyata rasa negeri;positive
9456;omong kosong anies wawancara kakak nana maju pilih umum presiden anies baswedan omong berkontestasi prabowo maju pilih umum presiden nilai;neutral
9457;naive gampang tipu halhal hasil gubernur kerja sampah korupsi lem aibon dsb gampang bodoh katakata akting orangorang;negative
9458;prabowo bryang sono pintar omong struktur santun teori praktek preketek;negative
9459;mahasiswa bangga lihat anies salam akal sehat pilih anies mantap tumbang partai demokrasi indonesia;positive
9460;bissmillah moga allah tunjuk pimpin tentu kesejahtraan adil rakyat indonesia harap dengar gagas calon presiden tentu pilih rakyat bangsa indonesia;positive
9461;salam akal sehatbukan banda bicara lihat tegas ambil keputusantdk neko adanyadan tpat sasar prabowo presiden;neutral
9462;investor bawa tenaga kerja bangsa bukti tka cima masuk negeri;neutral
9463;anies pimpin indonesia moga anies pilih presiden;neutral
9464;mimpin jakarta amburadulbr pimpin nasional tunggu mimpi gagasanya oke broo;negative
9465;nilai calon presiden gagasanya suka sampai anies;negative
9466;komunikaai dosen universitas gajah mada yad sekolah etika ditanankan berkonunikasi;neutral
9467;ganjar ganjar anies pandai retorika pandai meng eksekusi;neutral
9468;maju negara paham sadar masyarakat negara proses ubah sistem pendidikanbrpertanyaan sentuh anies sistem didik depan pilih presiden;neutral
9469;brpanggung sarana jual obat non sertifikasi bpom uji mujarab broalaaahh amis amiiiissss;negative
9470;prabowo sanding ridwan kamil pilih anies;neutral
9471;prabowo ambil uang ikut hati partai dukung ngasik uang ambil ikut hati pilih;neutral
9472;hebat pintar omong anies imin botol tutup isi duet;positive
9473;ganjar berangan solusi bukti rubah rubah taubrpercis jokowi bilang henti kirim sumber daya bukti cek jejak digital youtube;neutral
9474;sukses anisbrsaya dukung anies presiden indonesia;positive
9475;insyaallah anies presiden brcerdas pasti berwibawabrikuti komado hrsbruntuk wilayah banten khusunya pandeglang cibaling ujung kulon rangkasserangcilegoninsyaallah dukung beliau wlpun kenal beliau brbukan maksud tuju lilahitaalla kerna allah swt;positive
9476;tiga maju indonesia implementasi impi gagas objektif anies baswedan kena gagas indonesia maju;neutral
9477;iya enak prabowo kalah ywdlah pilih prabowo;positive
9478;pedeipeh tumbang rakyat gkmau partai demokrasi indonesia;negative
9479;anies nilai rumah turun beda tanahbrtrus energy baru spesifik matahari mkasdnya panel suria ac memang;neutral
9480;hebat membualbr berpengalamanpunya solusi cerdas eksekutor hebatbr tua gila kuasakekuasaan;positive
9481;palalu botak bau tahi ayam;negative
9482;universitas gajah mada universitas indonesia meyelenggarakan gagas bakal calon presiden itb unpad;neutral
9483;itb mah isi orang cerdas term of science knowledge arah teknik pakai logika masuk akal kuasa bau politik imom;negative
9484;usaha keras paham mulut ganjar bantu ppt jelas ambang berteletele puyengggg;negative
9485;gagas calon presiden anies baswedan pilih;neutral
9486;anies baswedan cocok presiden indonesia mantap gagas;neutral
9487;beliau gagas gubernur anggap saing rezim disuportmikir;neutral
9488;kena tipu tipu ijasah palsu dlsb dokter gadungan ambil data orang;negative
9489;prabowo orang jujur pengaruh negara orang ambisi kuasa jakarta acak diacakacak doang anies gubernur urus mudah oknum ngaret oknum korupsi sikat eh ganti ah;negative
9490;insya allah pilih hati anies baswedan;neutral
9491;sektor tani negara riset tanam organik produk kimia tanah rusak suluh tani solusi bijak guna bahan kimia tani;neutral
9492;segi gaya bicara anies tekan jelas logis rasional ganjar teknik bicara dekat emosional prabowo gairah semangat juang brbrtentuin presiden cocok sesuai selera;positive
9493;sayang wakil iukt rezim kosong prestasi;neutral
9494;anies jakarta puskesmas bangun rumah uang muka realisasi;neutral
9495;anies sampai sesuai rekam jejak anies bawa indonesia amin;positive
9496;anies orang visionerbapak presiden hati buzer bayar;negative
9497;halah kemarin bilang lawan prabowo maju aduh;neutral
9498;janji smskli pegang pintar tata;neutral
9499;isu bahas najwa langsung tayang sila tonton simak tebar fitnah jatuh;neutral
9500;prabowo njiplak terus program jokowi;negative
9501;prabowo bicara bikin wacana hukuk depan sesuai presiden ubah uu efek jera koruptor tau efek langsung titik jabat diam prabowo kuasa;neutral
9502;refleksi anies merinding tetes air mata asa motivasi anak muda selesai sukses lihat belakang juang citacita pesan sang anak jaga nama keluargabrbri suka anies suka punya mother;positive
9503;anies mario teguh motivator eksecutor maaf;neutral
9504;respek pandji pragiwaksonotrima kasih wakil lucu takutpake emot api;neutral
9505;bacapresbrsaya papar anies baswedan realistis kena akar bawah banyak tugas benah adil mandiri bangsa inibra;neutral
9506;kesan sesuai ganjar omong indonesia maju maju pihak rakyat;positive
9507;capai perintah nilai salah capresitulah narasi ubah bicara gagas masuk akal olah kataseakan tonton rakyat jakartabrkami gagas ganjar papar angan angan diukurtapi mudah usahahasilmaksimal rakyata;positive
9508;anies keren ide gagas penting rakyat;positive
9509;mahasiswa keluar uneguneg insyaa allah nilai kompeten;neutral
9510;banyak citra banyak omong percaya pandai rangkai butuh aksi;negative
9511;pimpin kendali oligarki lihat track recordnyafocus focusbrko anies iya jawab;neutral
9512;calonyng baca komikhanya obral angan angan;negative
9513;calon presiden top presiden distir tuan nyonya;neutral
9514;ganjar ngeles puas ganjar idola;neutral
9515;omong anies bolak doang samping tolak tol buntut dukung bagus bangun tol infrastruktur lainbingung;negative
9516;dukung ganjar era anies prabowo;neutral
9517;kwalitas komunikasi prabowos turun kumpul komunikasi lingkung prihatin;neutral
9518;kakak anies pakai ppt slideshow materi;neutral
9519;sessi anies jalan asyik rekan berpikirbrsessi ganjar sok asyik gaya tunjuk arogansi pemikirianbrsessi prabowo kayak anak obrol orang tua banyak sambung pikir;negative
9520;acara adu gagas mantap pilih anies baswedan salam pemuda desa;neutral
9521;calon presiden bryg susah suruh kaca anies prabowobrpak ganjar kaca lancar lugas tegasbrmengucap basmalah;neutral
9522;iya serah ajasuka suka hati;positive
9523;ganjar ceritain dongeng gampangbiking ngantuk gubernur jawa tengah problemmasalah depan rakyat takut silam cocok tugas pimpin;neutral
9524;pilih calon presiden terbuktibrbanyak prestasi aniesbrbaswedan;positive
9525;lihat jakarta lihat rekam jejakrumah uang muka sukses wkkkkbrdki pimpin anies miskin apbd gedemasak klah jawa tengah apbd dikitdlll;neutral
9526;pilih anies wibawa prestasi aku dunia internasional;positive
9527;anies indonesia putar ayo pikir sayang anak cucu insha allah maju jaya indonesia;positive
9528;nilai bebas dapat ganjar tertawa joke of;neutral
9529;banyak millenial milik tuju prabowobrburuh tenaga kerja honorerbrkita prabowo;neutral
9530;bukti pimpin jakarta tolok ukur pimpin negara satu republik indonesia omong kosong brjanganlah kecoh cerdas moles katakatanyabrpokoknya salah pilihbrterima kasih;negative
9531;anies pulang bagus papar solusi;positive
9532;seru presiden muda muda cerdas anies;neutral
9533;prabowo suka sambung masalah audience;positive
9534;andai prabowo anies gabung dua logis papar anies struktur mudah erti prabowo lihat program bagus lanjut bagus baik;positive
9535;lihat anies bawa tawa muter popy bikin anies ngelantur mana lewat omong hahahahaha;negative
9536;muter otak otak isi udang;negative
9537;cerdas nata kerja rekame gubernur gabener;negative
9538;salah ciri orang cerdas omong pintar pikir cepatklo kuliah hukumfilsafathubungan internasional cepat rasional omong iya kalah mulukeberhasilan diplomasi komunikasi cerdas;positive
9539;mata buka hati buka otak;negative
9540;kakak buzzer presiden planga plongo jilid;neutral
9541;bingung tentu pilih calon presiden calon presiden presentasi masuk akal ganjar anggap khayal;neutral
9542;tri ting bilang bebas ambil putus izin presiden;neutral
9543;ganjar baik alam erti kondisi rakyat;positive
9544;erti kondisi jawa tengah prov miskin iya nama erti kondisi;neutral
9545;jakarta dipmpin anies miskin jawa tengah pimpin ganjar menurukan kemiskinanlihat data bxxx;neutral
9546;anies expected surpised omong doang terorika nomor realisasi;negative
9547;dengar anies omong enak rebah lumayan dongeng antar tidur;positive
9548;acara wajib selenggara bongkar gagas bakal calon presiden gali implementasi konkret gagas merekabrsalute respectful mata najwa grup narasi gercep keren laksana emas acara;neutral
9549;anies mbulet muter muterin omongane;negative
9550;enggak usah hina akan harga dapat;negative
9551;prabowo anies oke simerahrusak smuanyaws;neutral
9552;lari kencang indonesia emas jalan selesai bersamasama ganjar;neutral
9553;hhaaa lari kencang habis susah rakyat wadas kendeng;negative
9554;keren presiden mantan aktivis mahasiswa moga wujud;neutral
9555;emosional prabowo bara menyakinkan masyarakat prabowo sejahtera rakyat insya allah izin allah azza whatsapp jallah serah urus allah;positive
9556;orang pakai kuat poin orang kuat poin delrocky gerungdel;positive
9557;rocky gerung omong erti teknologi jatuh orang bisa;negative
9558;bilang almarhum mantan presiden gusdur prabowo beliau jujur tulus muluk muluk narasi beliau;positive
9559;terima kasih universitas gajah mada terimakasih mata najwa itb ipb dsb;neutral
9560;info mata najwa live televisi iya;neutral
9561;ganjar ancam tugas tugas partai bijak pro brbrbrklo pribadi ysdh percaya siapaun usung pdi;neutral
9562;cerdas pilih tugas partai partai korupsi indonesia;neutral
9563;partai agama rusak agama umat rusak partai orang dalam partai salah;negative
9564;pilih prabowo persiden jujur adanyadan megambil putus musyawarah mufakat;neutral
9565;aspek apa matang konsep struktural oleh hasil proses jalan gagas anies wawas kompeten;neutral
9566;terkadang bicara rencana mudah iya ekspektasinya ujung struktur sesuai rencana ujung janji lidah bertulangbrberbicaralah sesuai fakta tindak sesuai koar rakyat butuh bukti dar teori terimakasih;positive
9567;baca komen dukung sumur resap brbrpadahal pakai logika sesuai fakta ganjar kuasa paham negeri serta solusi brbrbissmillah ganjar pranowo indonesia amin;positive
9568;ambil simpul hasil survei bohong bukti anies;neutral
9569;maklum dukung uang muka banyak netizen calon presiden tampak ramebrbeda ilmu padi tong kosong nyaring bunyi;neutral
9570;beda kelas aku brgp pas atas terbaikbrbeda importbrdrpd yaman suka china;positive
9571;mudah menang anies prabowo muak alas rakyat;negative
9572;ganjar universitas indonesia universitas gajah mada ajabrsingkat padat ngambangbrditanya mbulet mana arah;neutral
9573;teman mulut manis mulut orang doang penipubrrekam jejak aktif hilang brmending rekam jejak aneh brganjar iya;negative
9574;bilang pandji lucu pandji stand wkwkwkwkwk pandji kalah lucu wkwkwkw tertawa tertawa woiii lucu pandji kalah lucu beliau;negative
9575;pilih partai pilih jadi boneka partai;neutral
9576;fakta milik partai tekuk lutut jilat tugas partai;neutral
9577;terimakasih mata najwa smganext bantu golput dikit pandang bimbang pilih butuh acara;neutral
9578;mantap kakak nana acara masif ajar;positive
9579;lari kencang ganjar bentuk indonesia emas;neutral
9580;pribadi tonton tiga calon presiden visi ganjar milik kharisma refleksi banding refleksi singkat kaca;neutral
9581;waahh gitu ganjar parpol parpol bangun pabrik habis serap tenaga kerja parpol seremonial hotel villa ujung dana nyalon bahaya ganjar jabat apbn habis bagi program titip parpol program untung rakyat;negative
9582;gagas anies kompleks anies presiden;neutral
9583;besok bikin debat pakai bahasa inggris biar tambah titik biar sesuai forum internasional bikin malu;negative
9584;debat pakai bahasa inggris asing paham isi acara ajar bahasa indonesia;negative
9585;mudjahid baca konteks ambar biar forum internasional pimpin indonesia kagak plangak plongok;neutral
9586;ganjar omong anies mantap mudah paham gagas;positive
9587;cai pimpin berani tegak hukum adil adil koruptor;positive
9588;bantu sayang bapa tampil youtube najwa sihab subscribers juta diatta halilintar dedy corbuzierbisr masuk difyp orang;neutral
9589;unm unhas haru cecar bakal calon presiden bukti calon pimpin integritas amanah jujur cerdas juang negara satu republik indonesia sesuai nilai luhur pancasila uud;neutral
9590;anies gagas presiden sejati cipta idegagasan bijak teknis tugas menteri;neutral
9591;selamat anies indonesia tarik hati papar gagas;neutral
9592;ganjar korupsi regulasi person coba jujur bahaya pimpin panjang tangan penting asing aseng bela mati rezim;neutral
9593;calon partai partai demokrasi indonesia juta persen percaya omong janji hasil titik;negative
9594;gagas bakal calon presiden anies sampai lugas pakai kuat poin;neutral
9595;prabowo subianto indonesia tangan pimpin;neutral
9596;baik ganjar audience senang pukau lihat ganjar;positive
9597;prabowo bahas hasil jokowi gagas;neutral
9598;prabowo cocok wakil presiden branis presiden brbrwapres kerja resmi masjid doang;neutral
9599;prabowo subianto presiden indonesia amin iya allah;positive
9600;ganjar bumi gagas idenyakekinianyg layang diawanhanya enak diang angan;positive
9601;ganjar indonesia emas tuju raih;neutral
9602;anies nervousasal omong rencana nyangambangmasih takut pilih keluarga polisi;negative
9603;anies mah isi lagu anak iso bodoh pilih anies;negative
9604;kena ikhlas prabowo tutup statement penuh dukung of;positive
9605;ganjar usai panggung kampanye universitas gajah mada;neutral
9606;spil gagas anies masuk akal mulukmuluk tertawa ambisi salah gagas presiden periode pakbapak wkwkwkwkwkwk;negative
9607;gantung harap indonesia cinta anies rasyid baswedan presiden;neutral
9608;ganjar pakai jual aa lawan ahok;neutral
9609;teman pilih presiden tentu bangsa indonesia bisa pilih objektif kerja janji tepat rekam jejak calon imbang pilih dasar suka suka;positive
9610;ganjar pranowo rakyat narasi pro rakyat;neutral
9611;indonesia emas tuju ganjar milik arah;neutral
9612;sesuai sesi prabowo riah bikin ngantuk;neutral
9613;suka refleksi prabowo mental patriotik ygharus pimpin anak muda wajib jiwa patriotik orang tua agama bangsa negara nama generasi sandwich harap sandwich dar istilah;neutral
9614;tonton simpul indonesia melek gagas ide bangsa;neutral
9615;gedung gsp hymne kenang indah;positive
9616;kakak ganjar pranowo butuh lanjut pimpin presiden joko widodo;neutral
9617;simpul dukung prabowo anies orang keren;positive
9618;prabowo diri jalan pincangbrmgkn usia;neutral
9619;anies jakarta mark harga brdan maling rajalela;neutral
9620;laporin cil bloon biar penjara anies bocil;negative
9621;tayang penuh nilai ubah cenderung anies logis runtut mudah paham;positive
9622;senang lihat prabowo presiden cocok;positive
9623;maksud ganjar henti impor kali iya ekspor;neutral
9624;nama apalanjadi suka salah singkron;negative
9625;mata najwa bacapresterlihat anies hadap masalahutk hadap najwa negaranampak;neutral
9626;prabowo bingung lawan mahfud md;neutral
9627;enak partai atur politis partai orang orang lainny prabowo sesuai presiden ganjar anies mantap gubernur level beda;neutral
9628;indonesia emas harap ganjar pimpin bantu capa;neutral
9629;prabowo nikmat brpak ganjar bagus brpak anies iya bracaranya bagus;positive
9630;mantab prabowo miskin kotak beli kocar kacir moga prabowo wujud makmur miskin;neutral
9631;galau pilih prabowo anies ken pasang presiden ikhlas menang moga mjd presiden harap rakyat;neutral
9632;bingung atara pilih anies prabowo;neutral
9633;muslim bingung tentu pilih cari baik shalat istikharah insyaallah temu jawab;neutral
9634;ganjar kuasa masalah solusi rekam jejak nyata pimpin daerah nyata hasil;neutral
9635;bawaslu kpi nilai tayang adzan televisi yaasudah duga publik;neutral
9636;prabowo niat sungguh mulia moga kabul;positive
9637;ganjar label anti korupsi kenyataannnya nama disebutsebut adil laku korupsi kartu tanda duduk elektronik;neutral
9638;henti bantu partai biar partai pikir kader;neutral
9639;jalan indonesia emas ganjar sisi;neutral
9640;keren ungkap kakak anies refleksi kaca cadas mata najwa;positive
9641;prabowo jujur ketua partai tugas partai;neutral
9642;orang iya mau pintar masak pilih persiden oceh becos kerja anies dasar duuzon;negative
9643;sadar kualitas calon presiden hmm buka informasi;neutral
9644;ya allah pakkkk prabowo gemas semangat keringetan bgituuu tertawa tenang dukung bapakkkk;positive
9645;mesti prabowo janji rakyat warga negara bawa plesir bulansekalian ngibulnya biar jossss;neutral
9646;baik big suka prabowo subianto terimakasih mbak nana;positive
9647;jawab anies tampak diapalkan tampak kaku untung jawab bantu nyata najwa kemas gali anies baik lanjur keluar lemah arah jawab tunggu pernyatannya najwa tampak anies tambal sulam asli;negative
9648;gagas doang praktek zonk rumah uang muka program oke oce;negative
9649;pakde ngangengong uang dikantongbus kocaktol langitlapangan kerja dsb;neutral
9650;gagas prabowo masuk akal negeri gagas beliau orang ambil putus bijak harap presiden cinta negeri indonesia kader kader;positive
9651;anies cerdas gagas ubah indonesia depan prabowo presiden indonesia hati cocok prabowo gandeng anies;positive
9652;anies presiden konseptor ganjar wakil erti teknis menerjemahkanya menteri prabowo seknegnya administrasi andai legowo negara aman sejahtera;neutral
9653;ganjar pranowo cocok calon presiden bicara tapak bumi dunia nyata dasar rekam jejak alam;neutral
9654;iya cocok presiden youtubers indonesia wkwkkk;positive
9655;rgyg pakai kuat titik kuat titik;positive
9656;cerdas komen indonesia batas kuat titik titik nyata;positive
9657;worst scenario andai anies pilih presiden prabowo oke tugas partai indonesia pimpin tugas partai nganu nganu;neutral
9658;ganjar omong dramatisasi istilah anak muda blgnya lebaaaayyyyy;negative
9659;moga curang iya sesuai pilih keluarga anti partai demokrasi indonesia;negative
9660;eps sembako uang desa tertawa tau pilih tinggal tetapin hati;neutral
9661;kolom komentar dukung anies moga anies presiden butuh pimpin solusi negeri;positive
9662;mata najwa media cerdas isi iya mayoritas orang cerdas heran mayoritas pilih anies cerdas parasit dungu masuk;negative
9663;anies orang pandai pandai ketik;negative
9664;ten hag komika iya tau;neutral
9665;video kualitas nilai masyarakat gagas arah indonesia depan saksi langsung alifurahman buzzer framing calon presiden calon presiden buruk iring opini masyarakat buta politik sukses hterus kakak nana;negative
9666;milik pimpin tangan capai indonesia emas ganjar;neutral
9667;apa cerita rakyat sederhana ganjar calon presiden rakyat;neutral
9668;gila jabat rakyat saran ganjar partai oligarki tugas partai;neutral
9669;prabowo ditunggun rakyat capai teman korban rakyat;neutral
9670;suka acara bakal calon presiden gagas sampai beda brada gagas struktur gagas implementatif gagas jujur;neutral
9671;orang hebat adu musyawarahin jadi bangun indonesia demokrasi model pilih umum presiden sok amerika biar keren;negative
9672;pilih presiden suka konglomerat jegal perintah;negative
9673;salah keren mimpin daerah anti korupsi muda;positive
9674;bahas hukum koruptor solusi gagas pas naik gaji jabat langsung ragu pas tajam jabat gaji tingkat rate sogo gaji gin besar kasih segitu;negative
9675;maksud simple gaji pikir korupsi cukup gaji korupsi beliau bilang hukum sesuai hukum pakai kurang miskin hukum mati duit tangkap beliau kayak sulit jelasin maksud;negative
9676;jelasin atas beda perspektif prabowo naik gaji pikir iya insight paham pikir beliau;positive
9677;tiga bagus hebat gagas mudah ucap mudah praktek moga pilih rubah bawa indonesia hebat;positive
9678;ikn pks tolak revisi uu ikn;neutral
9679;terimakasih acara bagusbrpandangan bakal calon presiden tonton selesaibruntuk anies baikbruntuk ganjar samabruntuk prabowo turun;positive
9680;mantap prabowo refleksi depan kaca rintih ajabrbrlanjutkan;positive
9681;genjer bilang sesuai kaca cermin jabat kejartpi ngemis cari suara uang bohong perkataanya;negative
9682;tentu psn teknokrasi inves kerja;neutral
9683;gagas jujur anies ngibulnya jujur rakyat pimpin dinliat jejeknya mulut bicara ubah;negative
9684;ganjar motivasi lari kencang indonesia emas;neutral
9685;jos an ganjar pranowo mbulet pilih presiden;neutral
9686;prabowo getar suara sepenuh hati bangsa janji manis manis janji sulit wujud ujung aksi demo menangih janji kampanye tepat bismillah prabowo;positive
9687;anies insyaallah pilih baik bakal calon presiden;neutral
9688;calon presiden pintar bijak sahaja menentramkan bismillah anies presiden;positive
9689;jokowi janji impor impor main janji politikya;neutral
9690;anies milik kapasitas banding konsep kuasa;neutral
9691;iya bual uang muka rumah kemarin banjir tuntas;neutral
9692;kualitas manis bicara sesuai aksi pandai bicara;positive
9693;ganjar banyak janji omong triliun mana hutang tambah geblek pilih mah percaya anies prabowo korupsi sikap gagas depan;negative
9694;aduh prabowo nyambungsemua ngambang kirabrnanya;neutral
9695;bentar gagas ganjar anies iya;neutral
9696;bakal calon presiden tampak indonesia maju anies baswedan apa narasumber bobot;neutral
9697;bicara olah tata bahasa gagas bagus top anies realita lapang bukti;positive
9698;brsy mantan warga jakarta maju biasaente paham otaknye cetek;negative
9699;maju sumur resap bikin taman parkir air maju;neutral
9700;pimpin lambat stir orang blakang pimpin pintar ajar alam;neutral
9701;wuih buzzer anies mana hadir spesialisasi komen citra nomer kerja kosong;neutral
9702;sakit hatibikin sakit hatibrsemua berkalikalibrtak mengertibrmengapa beginibrbranies baswedan indonesia;negative
9703;bismillahirrahmanirrahim tahun prabowo subianto bagus;positive
9704;lengkap pasang tunggu sesi bacawapres cawapres bicara gagas iya kakak nana teman teman narasi;neutral
9705;anies moga doa dukung antar menang pilih umum presiden amin;positive
9706;senang jelas ganjar bicara sesuai alam beda alam;positive
9707;waras intelektual mesti tau calon presiden kompeten warass;neutral
9708;bobot mudah erti anies rasyid baswedan;neutral
9709;anies sesuai spill gagas baca contek gila cerdas lingkup aspek;positive
9710;dasar pintar omong banjir masuk tanah;negative
9711;lihat hasil kerja omong janji;negative
9712;iya sekolah selesai bisa hujat orang enggak bisa puji lawan politik gentle bagus bilang bagus orang omong kosong tuduh anies;negative
9713;anies bagus gagas warga jakarta rasa program bagus brbrbrwalaupun propgam anies turut perintah beliau pakar ekonomi;positive
9714;korupsi hangus pilih prabowo jiwa adil ragu;negative
9715;visi ganjar indonesia emas fokus;neutral
9716;pertanyaanya bentuk balas budi anies anda menang ngweriiiih;negative
9717;calon presiden moga jelek panutan baik tiru sumber daya manusia indonesia maju;positive
9718;prabowo pandai rangkai sepert calon presiden laintapi sepert bilang gusdur prabowo ikhlas bangsa iniinsya allah prabowo;positive
9719;topik ekonomi pancasila bawa prabowo subianto titik kuat millenials beliau pilih presiden file nilai wujud sejahtera anak anak muda juang cerah sayang topik papar batas;positive
9720;kasih skor berani ilmu ngelasnya paripurna;positive
9721;prabowo lucu papar baca teks;neutral
9722;indosatbringat tanah rempangbringat tinggal ratus tugas kppsbringat banjir tenaga kerja asingbringat utang negeribringat bpipbringat tugas partaibringat koruptor hilang bringatbringatbringatbrlah;neutral
9723;ganjar ikut anies gagas acara anies ditaro dua nyonteknya;neutral
9724;tiga bakal calon presiden pribadi bagus gagas tanya berani eksekusi;neutral
9725;tiga putra baik bangsa moga indonesia maju lanjut indonesia maju jokowi;positive
9726;hasil kapita jakarta lipat lipat ratarata ide realistik;neutral
9727;najwa shihab pintar balik arsya terimakasih moga sesuai muter muter tertawa;neutral
9728;ganjar pranowo mantull gagas tegass retorika timpang tindih;neutral
9729;ganjar indonesia emas mimpi capai realitas raih;neutral
9730;statement tutup prabowo bikin menang;neutral
9731;terus pdi sesuai ragu brsudah cium bau kaki tangan oligarkielit asingaseng rubah uu bijak untung gelintir kuasa tindas rakyat dllbriatrap lajjad silbi;negative
9732;tiga calon calon presiden kakak nana coba pilih perintah kah lunas hutang negara priode depan mana lihat negara maju hutang sukses brkemakmuran rakyat;neutral
9733;serius anies cerdas jawab hati bijaksana penuh ilmu;positive
9734;anies bawa contek sesuai spill gagas ganjar pranowo pas bawa contek hapalan coba contek auto ngasal jawab;negative
9735;prabowo gizi didik siap orangorang golong egois;negative
9736;anies cerdas insya allah unggul presiden amin yra;positive
9737;suka kakak anies jilat bibir;positive
9738;tanah ambil jadi investasi tinggal mana;neutral
9739;ganjar cocoklebih cerdas sehat akal jasmani presiden;positive
9740;anies basah lidahbritu kurang argumen anies keren;positive
9741;sistem kampanye milu bikin dikumpulin calon adu gagas keluar biaya kampanye habis milyaran;negative
9742;prabowo sibuktapi ganjar sibuk lari pagi provinsi lainbahkan kemarin sibuk kabupaten jabar;neutral
9743;prabowo sibuk kerjabrbrganjar sibuk merboat mesjid minggu wudhu;neutral
9744;anies cocok dosen ajar prabowo cocok pimpin ganjar kapasitas presiden;positive
9745;anjiirrrrr komentar isi buzzer aniespelan sopiiiiir prabowo ganjar kalah bagus;neutral
9746;paham lapang sukasaya bangun gabpernah tengok percaya lapor tukang gilir sungguh mengecewakanjadi contohaku ganjar pranowo;negative
